agency,agencyDetail,description,date,weekday,hour,zipcode,lat,lng,borough,tempMax,tempMin
NYPD,New York City Police Department,Posted Parking Sign Violation,12292013,6,19,11379,40.72454558607459,-73.88214821255129,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11204,40.63307992295753,-73.9813589287095,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,19,11218,40.63567937200349,-73.96921617332094,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Noise: Alarms (NR3),12292013,6,19,11238,40.68709688009208,-73.96759869255139,BROOKLYN,48.02,41.0
DCA,Department of Consumer Affairs,Exchange/Refund/Return,12292013,6,19,10027,40.80970400396585,-73.95007306695233,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,19,11423,40.70788572203844,-73.76869060352004,QUEENS,48.02,41.0
DOHMH,Department of Health and Mental Hygiene,Inadequate or No Heat,12292013,6,19,10027,40.81271725522785,-73.95567750031833,MANHATTAN,48.02,41.0
DOB,Department of Buildings,Zoning - Non-Conforming/Illegal Vehicle Storage,12292013,6,19,11419,40.691275940162626,-73.83118954136187,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11364,40.75009288798018,-73.77893847774743,QUEENS,48.02,41.0
DOT,Department of Transportation,Pothole,12292013,6,19,11234,40.59651130968669,-73.90787551923017,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Sign/Awning/Marquee - Illegal/No Permit,12292013,6,19,11419,40.691275940162626,-73.83118954136187,QUEENS,48.02,41.0
NYPD,New York City Police Department,Blocked Hydrant,12292013,6,19,11235,40.590413153349864,-73.94291353611123,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Pothole,12292013,6,19,11234,40.59651130968669,-73.90787551923017,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Loud Music/Party,12292013,6,19,10018,40.75247020329884,-73.99016467742254,MANHATTAN,48.02,41.0
DOB,Department of Buildings,Curb Cut/Driveway/Carport - Illegal,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11427,40.73064848059674,-73.75430176920791,QUEENS,48.02,41.0
NYPD,New York City Police Department,With License Plate,12292013,6,19,11218,40.637598318843935,-73.97051599986024,BROOKLYN,48.02,41.0
DSNY,BCC - Brooklyn South,14 Derelict Vehicles,12292013,6,19,11235,40.5864080033919,-73.94765857903653,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,19,11207,40.661366998422686,-73.89702331569198,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Elevator - Defective/Not Working,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DOB,Department of Buildings,Privately Owned Public Space/Non-Compliance,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
NYPD,New York City Police Department,Blocked Hydrant,12292013,6,19,11416,40.67943025829359,-73.8581983255972,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Catch Basin Clogged/Flooding (Use Comments) (SC),12292013,6,19,10314,40.60070634686832,-74.12070492861918,STATEN ISLAND,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,19,10462,40.853265084351,-73.87160359981156,BRONX,48.02,41.0
DOB,Department of Buildings,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Noise: Construction Before/After Hours (NM1),12292013,6,19,11237,40.7001907555304,-73.9122836085366,BROOKLYN,48.02,41.0
DOB,Department of Buildings,No Certificate Of Occupancy/Illegal/Contrary To CO,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DCA,Department of Consumer Affairs,Contract Dispute,12292013,6,19,10458,40.861813411977906,-73.89161547112445,BRONX,48.02,41.0
DOT,Department of Transportation,Pothole,12292013,6,19,11204,40.6288774965738,-73.98042702682214,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11427,40.73064834970332,-73.75424043156683,QUEENS,48.02,41.0
DPR,Department of Parks and Recreation,Tree Alive - in Poor Condition,12292013,6,19,11435,40.70097521732751,-73.8112678529939,QUEENS,48.02,41.0
NYPD,New York City Police Department,Detached Trailer,12292013,6,19,11231,40.67672236808654,-74.01582679835589,BROOKLYN,48.02,41.0
DOB,Department of Buildings,"Building - Vacant, Open And Unguarded",12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DOHMH,Department of Health and Mental Hygiene,1 or 2,12292013,6,19,10028,40.77882193224481,-73.95398496911395,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,19,11365,40.73011236417386,-73.8071695255125,QUEENS,48.02,41.0
DSNY,BCC - Brooklyn South,1 Missed Collection,12292013,6,19,11229,40.60249478849314,-73.93587008982848,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Blocked Hydrant,12292013,6,19,11378,40.72496685399938,-73.9042885718597,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Excessive Water In Basement (WEFB),12292013,6,19,11219,40.64528736383761,-73.994439807647,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11378,40.7152844863622,-73.90238700923759,QUEENS,48.02,41.0
DOT,Department of Transportation,Stop,12292013,6,19,11357,40.79313014044314,-73.79974953701003,QUEENS,48.02,41.0
DOB,Department of Buildings,Zoning - Non-Conforming/Illegal Vehicle Storage,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DOT,Department of Transportation,Defective Hardware,12292013,6,19,10460,40.83597476015018,-73.89459560505432,BRONX,48.02,41.0
DOT,Department of Transportation,Street Light Out,12292013,6,19,11205,40.69070453171515,-73.95441719366475,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Vent/Exhaust - Illegal/Improper,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
NYPD,New York City Police Department,Double Parked Blocking Vehicle,12292013,6,19,10034,40.86649249523626,-73.92131265580899,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Manhole Cover Missing (Emergency) (SA3),12292013,6,19,11225,40.663125188254774,-73.9624307295533,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,19,11210,40.63364866303738,-73.94192539453957,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Commercial Overnight Parking,12292013,6,19,11355,40.747548664750326,-73.81827819026303,QUEENS,48.02,41.0
DSNY,BCC - Staten Island,1RB Missed Recycling - M/G/Pl,12292013,6,19,10312,40.539825884152016,-74.17636107388387,STATEN ISLAND,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,19,10462,40.85547517733097,-73.87214879600968,BRONX,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11413,40.680657117353384,-73.75651941220075,QUEENS,48.02,41.0
DOB,Department of Buildings,Sign/Awning/Marquee - Illegal/No Permit,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11413,40.680657117353384,-73.75651941220075,QUEENS,48.02,41.0
DOT,Department of Transportation,Defective Hardware,12292013,6,19,10462,40.84714274455843,-73.86301667957059,BRONX,48.02,41.0
DOB,Department of Buildings,Wall/Retaining Wall - Bulging/Cracked,12292013,6,19,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DOT,Department of Transportation,Street Light Out,12292013,6,19,11357,40.78325424347182,-73.80274384577633,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,19,11427,40.73064016937153,-73.75426571860771,QUEENS,48.02,41.0
DOB,Department of Buildings,Failure To Retain Water/Improper Drainage- (LL103/89),12292013,6,18,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,18,10306,40.57423990687255,-74.09221615202526,STATEN ISLAND,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11355,40.752801718607664,-73.82876336608233,QUEENS,48.02,41.0
NYPD,New York City Police Department,Blocked Sidewalk,12292013,6,18,11223,40.59612495625262,-73.96264846925567,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Street Light Out,12292013,6,18,11413,40.66773567388618,-73.7544109569315,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Catch Basin Clogged/Flooding (Use Comments) (SC),12292013,6,18,11355,40.74546573350395,-73.83491016755431,QUEENS,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11229,40.60243161797386,-73.93579812685147,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,10466,40.88401977635147,-73.83708315186081,BRONX,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11420,40.67672645733579,-73.81547885244335,QUEENS,48.02,41.0
NYPD,New York City Police Department,Posted Parking Sign Violation,12292013,6,18,10017,40.75237897334723,-73.97034248208685,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,11230,40.61478912446862,-73.96130173998526,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,18,11354,40.76435014312797,-73.82594318860232,QUEENS,48.02,41.0
DSNY,BCC - Brooklyn South,15 Street Cond/Dump-Out/Drop-Off,12292013,6,18,11219,40.63557907809595,-74.00509099729089,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Bus Stop,12292013,6,18,11370,40.76828005468074,-73.89598434850137,QUEENS,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11435,40.71580499113229,-73.82145620647728,QUEENS,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,18,11220,40.642235269399926,-74.00254395090344,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Blocked Hydrant,12292013,6,18,10031,40.82739946391053,-73.95066683343993,MANHATTAN,48.02,41.0
DCA,Department of Consumer Affairs,Damaged/Defective Goods,12292013,6,18,10456,40.830973893980115,-73.90078631763734,BRONX,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,11365,40.72746280684123,-73.78646035510042,QUEENS,48.02,41.0
DPR,Department of Parks and Recreation,Sidewalk Consultation,12292013,6,18,11378,40.72782590205717,-73.90310466259116,QUEENS,48.02,41.0
DOT,Department of Transportation,One Way,12292013,6,18,10312,40.53363481110916,-74.19267011415994,STATEN ISLAND,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,18,11212,40.6650667874472,-73.91347244485456,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,18,11220,40.649360041343826,-74.01283282803469,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Loud Music/Party,12292013,6,18,10022,40.758159897134526,-73.96259370386208,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,Blocked Sidewalk,12292013,6,18,11205,40.697746133210735,-73.95774462869,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,10472,40.83171531766084,-73.86824479262452,BRONX,48.02,41.0
DPR,Department of Parks and Recreation,Dead/Dying Tree,12292013,6,18,11224,40.57684325055387,-74.00370779612805,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Curb Cut/Driveway/Carport - Illegal,12292013,6,18,11230,40.62985214366926,-73.96905674142619,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,18,11219,40.63061927971867,-73.99573439998407,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Noise: air condition/ventilation equipment (NV1),12292013,6,18,10040,40.8565722730407,-73.93296089464994,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11213,40.66537696044093,-73.93422361757219,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Noise: Alarms (NR3),12292013,6,18,11217,40.687064517586414,-73.98309262693428,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11233,40.67572160314013,-73.92889943828705,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11234,40.61842345924447,-73.90842160477213,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,With License Plate,12292013,6,18,11379,40.71272693181595,-73.88515221694013,QUEENS,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11355,40.75161944758953,-73.82924643584522,QUEENS,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,11234,40.60812185052265,-73.92704823756961,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,18,11219,40.63059732167576,-73.99574160679059,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,11235,40.5846020199881,-73.9369205350313,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,10314,40.61865757660705,-74.13758062755379,STATEN ISLAND,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,11355,40.759104923665525,-73.80863413656434,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,11208,40.67544565470251,-73.88068477216984,BROOKLYN,48.02,41.0
DCA,Department of Consumer Affairs,Damaged/Defective Goods,12292013,6,18,11221,40.69367547025091,-73.92940317859596,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Playing in Unsuitable Place,12292013,6,18,10031,40.825360385205165,-73.95124285145732,MANHATTAN,48.02,41.0
DSNY,Manhattan 08,1RB Missed Recycling - M/G/Pl,12292013,6,18,10021,40.771946447373296,-73.96171586599209,MANHATTAN,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,18,10462,40.84338442650273,-73.87186482393689,BRONX,48.02,41.0
DOB,Department of Buildings,Illegal Hotel Rooms In Residential Building,12292013,6,18,10025,40.800252341967564,-73.96906421752142,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,10466,40.889921671547974,-73.8541036325552,BRONX,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,18,11354,40.76435014312797,-73.82594318860232,QUEENS,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,10466,40.89542644447948,-73.84083140623139,BRONX,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,11210,40.629094282698716,-73.95216080142843,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,11204,40.612496767519055,-73.98156277126547,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,18,11106,40.76121286886935,-73.92491323918665,QUEENS,48.02,41.0
NYPD,New York City Police Department,Posted Parking Sign Violation,12292013,6,18,11102,40.771557862373584,-73.92090133109659,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,18,11412,40.68982901638203,-73.75726840384769,QUEENS,48.02,41.0
DSNY,A - Bronx,E1 Improper Disposal,12292013,6,18,10456,40.83602977052981,-73.90752940864606,BRONX,48.02,41.0
DEP,Department of Environmental Protection,"Oil Spill On Street, Large (HQL)",12292013,6,18,10019,40.76560415114211,-73.99591347497214,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11375,40.72521922121555,-73.85222736212782,QUEENS,48.02,41.0
DOB,Department of Buildings,Elevator - Defective/Not Working,12292013,6,18,10462,40.85672766510899,-73.86335843387144,BRONX,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11421,40.69065410272622,-73.85202270278536,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,18,11427,40.73064848059674,-73.75430176920791,QUEENS,48.02,41.0
DOB,Department of Buildings,Illegal Conversion Of Residential Building/Space,12292013,6,18,11417,40.67346365878517,-73.85209328908356,QUEENS,48.02,41.0
3-1-1,3-1-1 Call Center,Wind,12292013,6,18,11365,40.73535168158349,-73.78374683280181,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Noise: Alarms (NR3),12292013,6,18,10025,40.789953428723734,-73.96659524543512,MANHATTAN,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,18,10021,40.7697535516452,-73.95457609210037,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Catch Basin Clogged/Flooding (Use Comments) (SC),12292013,6,18,11236,40.631810002330255,-73.89277081915547,BROOKLYN,48.02,41.0
DOHMH,Department of Health and Mental Hygiene,Smoking Violation,12292013,6,18,10461,40.84694729617822,-73.84934733131884,BRONX,48.02,41.0
NYPD,New York City Police Department,No Access,12292013,6,18,11374,40.72866340441144,-73.85838941857351,QUEENS,48.02,41.0
NYPD,New York City Police Department,With License Plate,12292013,6,18,11231,40.68138131320427,-73.99764564435026,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Underage - Licensed Est,12292013,6,18,10461,40.84694729617822,-73.84934733131884,BRONX,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.84338442650273,-73.87186482393689,BRONX,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10128,40.781316237488134,-73.94612963168689,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11432,40.70692587709911,-73.79063072365997,QUEENS,48.02,41.0
DPR,Department of Parks and Recreation,Tree Leaning/Uprooted,12292013,6,17,10306,40.57918018246001,-74.12711350301272,STATEN ISLAND,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,10303,40.63737474281729,-74.14613687977824,STATEN ISLAND,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.853265084351,-73.87160359981156,BRONX,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10128,40.780065063555526,-73.94704778434964,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Catch Basin Clogged/Flooding (Use Comments) (SC),12292013,6,17,10314,40.59679751281359,-74.13333695702936,STATEN ISLAND,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,17,11412,40.6902627335754,-73.75599032245037,QUEENS,48.02,41.0
NYPD,New York City Police Department,Posted Parking Sign Violation,12292013,6,17,11223,40.59546145746704,-73.96500736839782,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Noise: air condition/ventilation equipment (NV1),12292013,6,17,10002,40.71959810960944,-73.98236287125637,MANHATTAN,48.02,41.0
DOB,Department of Buildings,Facade - Defective/Cracking (Ll11/98),12292013,6,17,11419,40.693619858567224,-73.82200244067893,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Noise: Alarms (NR3),12292013,6,17,11221,40.69233457232637,-73.91507059406347,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,17,11101,40.73869603889283,-73.94091726317464,QUEENS,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10128,40.777419812474214,-73.94853747386519,MANHATTAN,48.02,41.0
DSNY,BCC - Brooklyn South,E2 Receptacle Violation,12292013,6,17,11231,40.684288051092146,-73.99994952156838,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.853265084351,-73.87160359981156,BRONX,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,17,11432,40.71531560671721,-73.80569727225699,QUEENS,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10460,40.83681013202772,-73.87370971906708,BRONX,48.02,41.0
DOB,Department of Buildings,Illegal Conversion Of Residential Building/Space,12292013,6,17,11417,40.68010762052958,-73.83702247855196,QUEENS,48.02,41.0
NYPD,New York City Police Department,Commercial Overnight Parking,12292013,6,17,11212,40.66019744627261,-73.91706143696071,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Cons - Contrary/Beyond Approved Plans/Permits,12292013,6,17,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Leak (Use Comments) (WA2),12292013,6,17,11432,40.70747657987995,-73.78858390044495,QUEENS,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10028,40.77949776479802,-73.95558406794517,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,Loud Music/Party,12292013,6,17,11368,40.75168548928093,-73.85543863752862,QUEENS,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,17,11230,40.630039275570326,-73.96157030289426,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Illegal. Commercial Use In Resident Zone,12292013,6,17,10452,40.8315271048226,-73.92886303221528,BRONX,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11215,40.670063727418714,-73.9855770618578,BROOKLYN,48.02,41.0
DCA,Department of Consumer Affairs,Overcharge,12292013,6,17,11354,40.766302731957424,-73.8379703787899,QUEENS,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.853265084351,-73.87160359981156,BRONX,48.02,41.0
NYPD,New York City Police Department,Loud Music/Party,12292013,6,17,10472,40.826314497851946,-73.8763890294857,BRONX,48.02,41.0
DOF,Senior Citizen Rent Increase Exemption Unit,Update Tenant Information,12292013,6,17,11204,40.61003798038457,-73.98537753634382,BROOKLYN,48.02,41.0
DOB,Department of Buildings,Elevator - Defective/Not Working,12292013,6,17,10021,40.76672996122525,-73.95749508756319,MANHATTAN,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10128,40.7801727793378,-73.9550925495991,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Highway Flooding (SH),12292013,6,17,11427,40.73253307082606,-73.76564269207907,QUEENS,48.02,41.0
DOT,Department of Transportation,Cave-in,12292013,6,17,10462,40.84338442650273,-73.87186482393689,BRONX,48.02,41.0
DOB,Department of Buildings,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,12292013,6,17,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,17,11235,40.57847185916775,-73.96745699507568,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11234,40.61387526448544,-73.91184235159587,BROOKLYN,48.02,41.0
DSNY,BCC - Staten Island,14 Derelict Vehicles,12292013,6,17,10306,40.558132820652766,-74.1297221735239,STATEN ISLAND,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,17,11219,40.62978487171737,-73.9959506127759,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Other Water Problem (Use Comments) (WZZ),12292013,6,17,10469,40.867310616098635,-73.83943441303695,BRONX,48.02,41.0
DOB,Department of Buildings,Facade - Defective/Cracking (Ll11/98),12292013,6,17,10459,40.82157985928918,-73.8989287669854,BRONX,48.02,41.0
DOB,Department of Buildings,Adult Establishment,12292013,6,17,11419,40.69106058644963,-73.83033186448709,QUEENS,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,17,11422,40.655010148355,-73.72963320649036,QUEENS,48.02,41.0
DOT,Department of Transportation,Sidewalk Collapsed,12292013,6,17,10306,40.569751340846835,-74.11168283032256,STATEN ISLAND,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,17,10033,40.85296162834726,-73.93538641416909,MANHATTAN,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10128,40.78248318220511,-73.95341913537521,MANHATTAN,48.02,41.0
NYPD,New York City Police Department,No Shelter,12292013,6,17,10454,40.80993425144459,-73.91636910942803,BRONX,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11427,40.73065936718215,-73.75425843156135,QUEENS,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,17,11219,40.629024572424086,-73.99616321328823,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Partial Access,12292013,6,17,11432,40.71689282332823,-73.79714680208585,QUEENS,48.02,41.0
DOB,Department of Buildings,Building Shaking/Vibrating/Structural Stability,12292013,6,17,10459,40.82157985928918,-73.8989287669854,BRONX,48.02,41.0
DSNY,BCC - Brooklyn South,14 Derelict Vehicles,12292013,6,17,11223,40.602466588018025,-73.96636854563454,BROOKLYN,48.02,41.0
NYPD,New York City Police Department,Commercial Overnight Parking,12292013,6,17,11419,40.69137446054837,-73.80988147904236,QUEENS,48.02,41.0
DOB,Department of Buildings,Failure To Retain Water/Improper Drainage- (LL103/89),12292013,6,17,11419,40.690921886720645,-73.83120486161535,QUEENS,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,17,11219,40.62902731793259,-73.99618482883109,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Newspaper Box Complaint,12292013,6,17,10028,40.77686823948234,-73.95540890168907,MANHATTAN,48.02,41.0
DEP,Department of Environmental Protection,Sewer monitoring device alert *FOR DEP INTERNAL USE ONLY* (SBUART),12292013,6,17,11423,40.710818328955106,-73.7706570901927,QUEENS,48.02,41.0
DOB,Department of Buildings,Failure To Retain Water/Improper Drainage- (LL103/89),12292013,6,17,11370,40.762759840337516,-73.88668676821625,QUEENS,48.02,41.0
DOB,Department of Buildings,Wall/Retaining Wall - Bulging/Cracked,12292013,6,17,11419,40.690921886720645,-73.83120486161535,QUEENS,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,17,11219,40.626021672673275,-73.99386141746058,BROOKLYN,48.02,41.0
DSNY,BCC - Brooklyn North,10 Litter Basket / Request,12292013,6,17,11221,40.690400027548165,-73.92364436398681,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Street Flooding (SJ),12292013,6,17,11435,40.692024313344,-73.8094829628531,QUEENS,48.02,41.0
DOB,Department of Buildings,Vent/Exhaust - Illegal/Improper,12292013,6,17,11419,40.690921886720645,-73.83120486161535,QUEENS,48.02,41.0
TLC,Taxi and Limousine Commission,Car Service Company Complaint,12292013,6,17,10030,40.81905646942906,-73.94662656505508,MANHATTAN,48.02,41.0
DOB,Department of Buildings,Illegal Hotel Rooms In Residential Building,12292013,6,17,10452,40.8315271048226,-73.92886303221528,BRONX,48.02,41.0
TLC,Taxi and Limousine Commission,Driver Complaint,12292013,6,17,10002,40.71157365111932,-73.9945497048242,MANHATTAN,48.02,41.0
DOB,Department of Buildings,"Building - Vacant, Open And Unguarded",12292013,6,17,11419,40.690921886720645,-73.83120486161535,QUEENS,48.02,41.0
DOT,Department of Transportation,Street Cleaning - ASP,12292013,6,17,11204,40.62367186132936,-73.99000354058037,BROOKLYN,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11226,40.65361469035884,-73.96294424147412,BROOKLYN,48.02,41.0
DOT,Department of Transportation,Controller,12292013,6,17,10314,40.616363080616054,-74.15675622028598,STATEN ISLAND,48.02,41.0
DEP,Department of Environmental Protection,Sewer Backup (Use Comments) (SA),12292013,6,17,11357,40.78661745856968,-73.80488973987585,QUEENS,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.84338442650273,-73.87186482393689,BRONX,48.02,41.0
DOT,Department of Transportation,Pothole - Highway,12292013,6,17,10462,40.853265084351,-73.87160359981156,BRONX,48.02,41.0
